Pathway	GeneID	Symbol	Description	Salt24h_vs_CK_log2FC	Salt24h_vs_CK_padj	Salt48h_vs_CK_log2FC	Salt48h_vs_CK_padj	Salt48h_vs_24h_log2FC	Salt48h_vs_24h_padj
Ubiquitin_Proteasome	CL10231.Contig2_All	sp|Q8LE94|RING3_ARATH/8e-19/E3 ubiquitin-protein ligase At3g02290 OS=Arabidopsis thaliana GN=At3g02290 PE=2 SV=1	gi|357137665|ref|XP_003570420.1|/1.98509e-108/PREDICTED: E3 ubiquitin-protein ligase At3g02290 isoform X2 [Brachypodium distachyon] &gt;gi|721667653|ref|XP_010235992.1| PREDICTED: E3 ubiquitin-protein ligase At3g02290 isoform X2 [Brachypodium distachyon] &gt;gi|721667656|ref|XP_010235993.1| PREDICTED: E3 ubiquitin-protein ligase At3g02290 isoform X2 [Brachypodium distachyon] &gt;gi|944065836|gb|KQK01427.1| hypothetical protein BRADI_3g55780 [Brachypodium distachyon] &gt;gi|944065838|gb|KQK01429.1| hypothetical protein BRADI_3g55780 [Brachypodium distachyon]	0.1405	NA	-0.5889	NA	-0.7294	NA
Ubiquitin_Proteasome	CL10231.Contig3_All	sp|Q8LE94|RING3_ARATH/5e-08/E3 ubiquitin-protein ligase At3g02290 OS=Arabidopsis thaliana GN=At3g02290 PE=2 SV=1	gi|357137665|ref|XP_003570420.1|/5.09895e-89/PREDICTED: E3 ubiquitin-protein ligase At3g02290 isoform X2 [Brachypodium distachyon] &gt;gi|721667653|ref|XP_010235992.1| PREDICTED: E3 ubiquitin-protein ligase At3g02290 isoform X2 [Brachypodium distachyon] &gt;gi|721667656|ref|XP_010235993.1| PREDICTED: E3 ubiquitin-protein ligase At3g02290 isoform X2 [Brachypodium distachyon] &gt;gi|944065836|gb|KQK01427.1| hypothetical protein BRADI_3g55780 [Brachypodium distachyon] &gt;gi|944065838|gb|KQK01429.1| hypothetical protein BRADI_3g55780 [Brachypodium distachyon]	0.3437	NA	-0.4772	NA	-0.8209	NA
Jasmonate_JA	CL10237.Contig1_All	sp|Q8GSM2|LOX23_HORVU/0.0/Lipoxygenase 2.3, chloroplastic OS=Hordeum vulgare GN=LOX2.3 PE=1 SV=1	gi|34922538|sp|Q8GSM2.1|LOX23_HORVU/0/RecName: Full=Lipoxygenase 2.3, chloroplastic; AltName: Full=LOX2:Hv:3; Flags: Precursor &gt;gi|25809278|emb|CAD45187.1| lipoxygenase 2 [Hordeum vulgare subsp. vulgare]	-0.7359	NA	-0.8438	NA	-0.1078	NA
Chlorophyll	CL10239.Contig2_All	sp|P27523|CB23_HORVU/0.0/Chlorophyll a-b binding protein of LHCII type III, chloroplastic OS=Hordeum vulgare GN=LHBC PE=2 SV=1	gi|475623771|gb|EMT32357.1|/0/Chlorophyll a-b binding protein of LHCII type III, chloroplastic [Aegilops tauschii]	-1.1444	NA	-1.0557	NA	0.0887	NA
Chlorophyll	CL10239.Contig3_All	sp|P27523|CB23_HORVU/2e-08/Chlorophyll a-b binding protein of LHCII type III, chloroplastic OS=Hordeum vulgare GN=LHBC PE=2 SV=1	gi|590608419|ref|XP_007021260.1|/7.33145e-07/Light-harvesting chlorophyll B-binding protein 3 [Theobroma cacao] &gt;gi|508720888|gb|EOY12785.1| Light-harvesting chlorophyll B-binding protein 3 [Theobroma cacao]	-0.8503	NA	-1.8586	NA	-1.0083	NA
Chlorophyll	CL10239.Contig4_All	sp|P27523|CB23_HORVU/1e-14/Chlorophyll a-b binding protein of LHCII type III, chloroplastic OS=Hordeum vulgare GN=LHBC PE=2 SV=1	gi|475623771|gb|EMT32357.1|/1.42472e-13/Chlorophyll a-b binding protein of LHCII type III, chloroplastic [Aegilops tauschii]	0.3414	NA	-0.4042	NA	-0.7456	NA
Translation	CL10244.Contig1_All	sp|O22644|RL23A_FRIAG/1e-56/60S ribosomal protein L23A OS=Fritillaria agrestis GN=RPL23A PE=2 SV=1	gi|573925027|ref|XP_006650068.1|/2.63249e-61/PREDICTED: 60S ribosomal protein L23A-like [Oryza brachyantha] &gt;gi|573950539|ref|XP_006657561.1| PREDICTED: 60S ribosomal protein L23A-like [Oryza brachyantha]	-0.1619	NA	-0.128	NA	0.034	NA
Translation	CL10244.Contig2_All	sp|O22644|RL23A_FRIAG/4e-57/60S ribosomal protein L23A OS=Fritillaria agrestis GN=RPL23A PE=2 SV=1	gi|573925027|ref|XP_006650068.1|/8.29691e-62/PREDICTED: 60S ribosomal protein L23A-like [Oryza brachyantha] &gt;gi|573950539|ref|XP_006657561.1| PREDICTED: 60S ribosomal protein L23A-like [Oryza brachyantha]	-0.0175	NA	-0.1017	NA	-0.0842	NA
Chaperone	CL10252.Contig1_All	sp|Q38813|DNAJ1_ARATH/7e-79/Chaperone protein dnaJ 1, mitochondrial OS=Arabidopsis thaliana GN=ATJ1 PE=2 SV=2	gi|721683579|ref|XP_010238676.1|/0/PREDICTED: chaperone protein DnaJ-like [Brachypodium distachyon] &gt;gi|944056446|gb|KQJ92084.1| hypothetical protein BRADI_4g41597 [Brachypodium distachyon]	-0.8897	NA	-0.8174	NA	0.0723	NA
Chaperone	CL10252.Contig2_All	sp|Q38813|DNAJ1_ARATH/6e-79/Chaperone protein dnaJ 1, mitochondrial OS=Arabidopsis thaliana GN=ATJ1 PE=2 SV=2	gi|721683579|ref|XP_010238676.1|/0/PREDICTED: chaperone protein DnaJ-like [Brachypodium distachyon] &gt;gi|944056446|gb|KQJ92084.1| hypothetical protein BRADI_4g41597 [Brachypodium distachyon]	0.4121	NA	0.585	NA	0.1729	NA
Chaperone	CL10252.Contig3_All	sp|Q38813|DNAJ1_ARATH/2e-31/Chaperone protein dnaJ 1, mitochondrial OS=Arabidopsis thaliana GN=ATJ1 PE=2 SV=2	gi|721683579|ref|XP_010238676.1|/1.57471e-99/PREDICTED: chaperone protein DnaJ-like [Brachypodium distachyon] &gt;gi|944056446|gb|KQJ92084.1| hypothetical protein BRADI_4g41597 [Brachypodium distachyon]	-2.8413	NA	-0.449	NA	2.3923	NA
Serine	CL10255.Contig1_All	sp|Q9FPR3|EDR1_ARATH/3e-119/Serine/threonine-protein kinase EDR1 OS=Arabidopsis thaliana GN=EDR1 PE=1 SV=1	gi|721654313|ref|XP_003571729.2|/1.74182e-145/PREDICTED: serine/threonine-protein kinase EDR1 isoform X2 [Brachypodium distachyon] &gt;gi|944058469|gb|KQJ94059.1| hypothetical protein BRADI_3g08260 [Brachypodium distachyon]	0.4222	NA	0.5316	NA	0.1095	NA
Ubiquitin_Proteasome	CL10273.Contig2_All	sp|Q9LSU1|PSA5_ORYSJ/1e-170/Proteasome subunit alpha type-5 OS=Oryza sativa subsp. japonica GN=PAE1 PE=2 SV=1	gi|474404574|gb|EMS66362.1|/1.11555e-169/Proteasome subunit alpha type-5 [Triticum urartu]	-0.2026	NA	-0.0594	NA	0.1432	NA
Ubiquitin_Proteasome	CL10273.Contig3_All	sp|Q9LSU1|PSA5_ORYSJ/9e-171/Proteasome subunit alpha type-5 OS=Oryza sativa subsp. japonica GN=PAE1 PE=2 SV=1	gi|474404574|gb|EMS66362.1|/1.24968e-169/Proteasome subunit alpha type-5 [Triticum urartu]	-0.4459	NA	0.1658	NA	0.6116	NA
Ubiquitin_Proteasome	CL10273.Contig4_All	sp|Q9LSU1|PSA5_ORYSJ/2e-171/Proteasome subunit alpha type-5 OS=Oryza sativa subsp. japonica GN=PAE1 PE=2 SV=1	gi|474404574|gb|EMS66362.1|/2.02154e-170/Proteasome subunit alpha type-5 [Triticum urartu]	-0.5039	NA	-0.4441	NA	0.0599	NA
Protein_Kinase_Signalling	CL1028.Contig6_All		gi|357114398|ref|XP_003558987.1|/1.03007e-58/PREDICTED: germinal center kinase 3 isoform X1 [Brachypodium distachyon] &gt;gi|944088678|gb|KQK24030.1| hypothetical protein BRADI_1g77700 [Brachypodium distachyon]	-0.6124	NA	-0.0452	NA	0.5672	NA
Protein_Kinase_Signalling	CL1028.Contig7_All		gi|357114398|ref|XP_003558987.1|/9.30946e-57/PREDICTED: germinal center kinase 3 isoform X1 [Brachypodium distachyon] &gt;gi|944088678|gb|KQK24030.1| hypothetical protein BRADI_1g77700 [Brachypodium distachyon]	-1.4957	NA	-2.3141	NA	-0.8185	NA
Transcription	CL10280.Contig1_All	sp|Q8GXL7|GAT24_ARATH/1e-48/GATA transcription factor 24 OS=Arabidopsis thaliana GN=GATA24 PE=2 SV=2	gi|357148177|ref|XP_003574659.1|/1.08505e-93/PREDICTED: GATA transcription factor 28-like [Brachypodium distachyon] &gt;gi|944057722|gb|KQJ93312.1| hypothetical protein BRADI_3g03800 [Brachypodium distachyon]	0.2704	NA	0.8961	NA	0.6258	NA
Transcription	CL10280.Contig2_All	sp|Q8GXL7|GAT24_ARATH/1e-47/GATA transcription factor 24 OS=Arabidopsis thaliana GN=GATA24 PE=2 SV=2	gi|357148177|ref|XP_003574659.1|/2.4707e-86/PREDICTED: GATA transcription factor 28-like [Brachypodium distachyon] &gt;gi|944057722|gb|KQJ93312.1| hypothetical protein BRADI_3g03800 [Brachypodium distachyon]	0.0906	NA	1.3096	NA	1.219	NA
Proline	CL1029.Contig14_All		gi|670416623|ref|XP_008649227.1|/2.46008e-10/PREDICTED: peptidyl-prolyl cis-trans isomerase-like 4 isoform X2 [Zea mays]	-0.2127	NA	-0.5734	NA	-0.3606	NA
Proline	CL1029.Contig16_All	sp|Q5N749|MOR1_ORYSJ/9e-08/Protein MOR1 OS=Oryza sativa subsp. japonica GN=MOR1 PE=2 SV=1	gi|670416623|ref|XP_008649227.1|/2.99108e-10/PREDICTED: peptidyl-prolyl cis-trans isomerase-like 4 isoform X2 [Zea mays]	6.2668	NA	7.2095	NA	0.9427	NA
Proline	CL1029.Contig17_All	sp|Q5N749|MOR1_ORYSJ/3e-06/Protein MOR1 OS=Oryza sativa subsp. japonica GN=MOR1 PE=2 SV=1	gi|670416623|ref|XP_008649227.1|/2.96327e-10/PREDICTED: peptidyl-prolyl cis-trans isomerase-like 4 isoform X2 [Zea mays]	7	NA	7.4553	NA	0.4553	NA
Proline	CL1029.Contig18_All		gi|670416623|ref|XP_008649227.1|/3.74748e-08/PREDICTED: peptidyl-prolyl cis-trans isomerase-like 4 isoform X2 [Zea mays]	3.4594	NA	5.1699	NA	1.7105	NA
Proline	CL1029.Contig33_All		gi|670416623|ref|XP_008649227.1|/1.72353e-10/PREDICTED: peptidyl-prolyl cis-trans isomerase-like 4 isoform X2 [Zea mays]	4.7004	NA	-0.585	NA	-5.2854	NA
Translation	CL1030.Contig12_All		gi|960468278|ref|XM_003569236.3|/1.56446e-12/PREDICTED: Brachypodium distachyon 30S ribosomal protein S1 homolog A-like (LOC100830014), transcript variant X7, mRNA	0.2426	NA	-0.2033	NA	-0.4459	NA
Translation	CL10302.Contig1_All		gi|357134151|ref|XP_003568681.1|/6.5947e-127/PREDICTED: transcription initiation factor IIA subunit 1-like isoform X2 [Brachypodium distachyon] &gt;gi|944071405|gb|KQK06889.1| hypothetical protein BRADI_2g31100 [Brachypodium distachyon]	0.039	NA	-0.121	NA	-0.16	NA
Translation	CL10302.Contig2_All		gi|721639260|ref|XP_010231554.1|/5.37337e-37/PREDICTED: transcription initiation factor IIA subunit 1-like isoform X1 [Brachypodium distachyon]	0.241	NA	-0.5756	NA	-0.8166	NA
Translation	CL10302.Contig3_All		gi|474042898|gb|EMS53336.1|/0/Transcription initiation factor IIA subunit 1 [Triticum urartu]	0.1994	NA	-0.2692	NA	-0.4686	NA
Aspartate	CL10307.Contig1_All	sp|Q9LHE3|ASPG2_ARATH/4e-08/Protein ASPARTIC PROTEASE IN GUARD CELL 2 OS=Arabidopsis thaliana GN=ASPG2 PE=2 SV=1	gi|474404108|gb|EMS66296.1|/1.82995e-23/Aspartic proteinase nepenthesin-1 [Triticum urartu]	-8.8455	NA	-8.8455	NA	0	NA
Aspartate	CL10307.Contig3_All	sp|Q9LHE3|ASPG2_ARATH/2e-37/Protein ASPARTIC PROTEASE IN GUARD CELL 2 OS=Arabidopsis thaliana GN=ASPG2 PE=2 SV=1	gi|357137345|ref|XP_003570261.1|/1.21654e-178/PREDICTED: protein ASPARTIC PROTEASE IN GUARD CELL 2-like [Brachypodium distachyon] &gt;gi|944065471|gb|KQK01062.1| hypothetical protein BRADI_3g53620 [Brachypodium distachyon]	-3.3264	NA	-3.5095	NA	-0.1832	NA
Aspartate	CL10307.Contig4_All	sp|Q9LHE3|ASPG2_ARATH/3e-39/Protein ASPARTIC PROTEASE IN GUARD CELL 2 OS=Arabidopsis thaliana GN=ASPG2 PE=2 SV=1	gi|474404108|gb|EMS66296.1|/0/Aspartic proteinase nepenthesin-1 [Triticum urartu]	-3.6595	NA	-3.517	NA	0.1425	NA
Transcription	CL10313.Contig1_All	sp|Q9SM50|HY5_SOLLC/8e-28/Transcription factor HY5 OS=Solanum lycopersicum GN=HY5 PE=2 SV=1	gi|357135679|ref|XP_003569436.1|/3.36275e-47/PREDICTED: transcription factor HY5-like [Brachypodium distachyon] &gt;gi|944067457|gb|KQK02941.1| hypothetical protein BRADI_2g04590 [Brachypodium distachyon]	2.1497	NA	2.858	NA	0.7082	NA
Transcription	CL10313.Contig2_All	sp|Q9SM50|HY5_SOLLC/1e-27/Transcription factor HY5 OS=Solanum lycopersicum GN=HY5 PE=2 SV=1	gi|357135679|ref|XP_003569436.1|/9.44508e-47/PREDICTED: transcription factor HY5-like [Brachypodium distachyon] &gt;gi|944067457|gb|KQK02941.1| hypothetical protein BRADI_2g04590 [Brachypodium distachyon]	0.0179	NA	1.8176	NA	1.7997	NA
Transcription	CL10313.Contig3_All	sp|Q9SM50|HY5_SOLLC/5e-29/Transcription factor HY5 OS=Solanum lycopersicum GN=HY5 PE=2 SV=1	gi|357135679|ref|XP_003569436.1|/1.88184e-48/PREDICTED: transcription factor HY5-like [Brachypodium distachyon] &gt;gi|944067457|gb|KQK02941.1| hypothetical protein BRADI_2g04590 [Brachypodium distachyon]	-1.5984	NA	0.9831	NA	2.5816	NA
Transcription	CL10313.Contig4_All	sp|Q9SM50|HY5_SOLLC/9e-28/Transcription factor HY5 OS=Solanum lycopersicum GN=HY5 PE=2 SV=1	gi|357135679|ref|XP_003569436.1|/4.11013e-47/PREDICTED: transcription factor HY5-like [Brachypodium distachyon] &gt;gi|944067457|gb|KQK02941.1| hypothetical protein BRADI_2g04590 [Brachypodium distachyon]	0.628	NA	-1.6521	NA	-2.2801	NA
Transcription	CL10313.Contig5_All	sp|Q9SM50|HY5_SOLLC/7e-32/Transcription factor HY5 OS=Solanum lycopersicum GN=HY5 PE=2 SV=1	gi|357135679|ref|XP_003569436.1|/4.16787e-54/PREDICTED: transcription factor HY5-like [Brachypodium distachyon] &gt;gi|944067457|gb|KQK02941.1| hypothetical protein BRADI_2g04590 [Brachypodium distachyon]	0.1271	NA	1.2278	NA	1.1007	NA
Chaperone	CL10316.Contig4_All	sp|Q8VXV4|DNJ16_ARATH/2e-83/Chaperone protein dnaJ 16 OS=Arabidopsis thaliana GN=ATJ16 PE=2 SV=1	gi|357124679|ref|XP_003564025.1|/3.91778e-127/PREDICTED: chaperone protein dnaJ 16 [Brachypodium distachyon] &gt;gi|944083448|gb|KQK18800.1| hypothetical protein BRADI_1g44760 [Brachypodium distachyon]	-7.9773	NA	-7.9773	NA	0	NA
Chaperone	CL10316.Contig5_All	sp|Q8VXV4|DNJ16_ARATH/3e-129/Chaperone protein dnaJ 16 OS=Arabidopsis thaliana GN=ATJ16 PE=2 SV=1	gi|357124679|ref|XP_003564025.1|/0/PREDICTED: chaperone protein dnaJ 16 [Brachypodium distachyon] &gt;gi|944083448|gb|KQK18800.1| hypothetical protein BRADI_1g44760 [Brachypodium distachyon]	-9.1472	NA	-9.1472	NA	0	NA
Flavonoid	CL10318.Contig1_All	sp|P37120|C75A2_SOLME/2e-35/Flavonoid 3',5'-hydroxylase OS=Solanum melongena GN=CYP75A2 PE=2 SV=1	gi|475562518|gb|EMT14054.1|/4.19112e-54/Flavonoid 3&apos;,5&apos;-hydroxylase 2 [Aegilops tauschii]	1.8716	NA	0.4111	NA	-1.4605	NA
Ubiquitin_Proteasome	CL1032.Contig1_All	sp|Q9SJ44|UEV1C_ARATH/2e-80/Ubiquitin-conjugating enzyme E2 variant 1C OS=Arabidopsis thaliana GN=UEV1C PE=1 SV=1	gi|475556767|gb|EMT12698.1|/1.72363e-85/Ubiquitin-conjugating enzyme E2 variant 1C [Aegilops tauschii]	0.5769	NA	0.6731	NA	0.0962	NA
Ubiquitin_Proteasome	CL1032.Contig2_All	sp|Q9SJ44|UEV1C_ARATH/1e-80/Ubiquitin-conjugating enzyme E2 variant 1C OS=Arabidopsis thaliana GN=UEV1C PE=1 SV=1	gi|475556767|gb|EMT12698.1|/1.04714e-85/Ubiquitin-conjugating enzyme E2 variant 1C [Aegilops tauschii]	0.3186	NA	0.3355	NA	0.0168	NA
Ubiquitin_Proteasome	CL1032.Contig3_All	sp|Q9SJ44|UEV1C_ARATH/7e-81/Ubiquitin-conjugating enzyme E2 variant 1C OS=Arabidopsis thaliana GN=UEV1C PE=1 SV=1	gi|475556767|gb|EMT12698.1|/6.64983e-86/Ubiquitin-conjugating enzyme E2 variant 1C [Aegilops tauschii]	-0.4746	NA	-0.624	NA	-0.1494	NA
Translation	CL10336.Contig1_All	sp|P93847|RL10_SOLME/1e-128/60S ribosomal protein L10 OS=Solanum melongena GN=RPL10 PE=2 SV=1	gi|357119894|ref|XP_003561668.1|/3.4285e-152/PREDICTED: 60S ribosomal protein L10-like [Brachypodium distachyon] &gt;gi|944086484|gb|KQK21836.1| hypothetical protein BRADI_1g63397 [Brachypodium distachyon]	2.7944	NA	3.65	NA	0.8556	NA
Translation	CL10336.Contig2_All	sp|P93847|RL10_SOLME/2e-124/60S ribosomal protein L10 OS=Solanum melongena GN=RPL10 PE=2 SV=1	gi|357119894|ref|XP_003561668.1|/4.89154e-148/PREDICTED: 60S ribosomal protein L10-like [Brachypodium distachyon] &gt;gi|944086484|gb|KQK21836.1| hypothetical protein BRADI_1g63397 [Brachypodium distachyon]	2.9796	NA	3.6837	NA	0.7041	NA
Chaperone	CL10344.Contig4_All		gi|281399026|gb|FJ968746.1|/3.63359e-17/Dactylis glomerata activator of 90 kDa heat shock protein ATPase mRNA, complete cds	2.9069	NA	3.1699	NA	0.263	NA
Ubiquitin_Proteasome	CL10348.Contig1_All		gi|721677942|ref|XP_010237839.1|/6.71185e-54/PREDICTED: probable ubiquitin-like-specific protease 2B isoform X2 [Brachypodium distachyon]	0.737	NA	0.415	NA	-0.3219	NA
Ubiquitin_Proteasome	CL10348.Contig2_All	sp|Q8L7S0|ULP2B_ARATH/3e-09/Probable ubiquitin-like-specific protease 2B OS=Arabidopsis thaliana GN=ULP2B PE=1 SV=3	gi|721677942|ref|XP_010237839.1|/1.80166e-123/PREDICTED: probable ubiquitin-like-specific protease 2B isoform X2 [Brachypodium distachyon]	-0.2695	NA	-0.47	NA	-0.2005	NA
Ubiquitin_Proteasome	CL10354.Contig1_All	sp|Q9LDD1|BRG3_ARATH/1e-26/Probable BOI-related E3 ubiquitin-protein ligase 3 OS=Arabidopsis thaliana GN=BRG3 PE=1 SV=1	gi|357113003|ref|XP_003558294.1|/1.22017e-179/PREDICTED: probable BOI-related E3 ubiquitin-protein ligase 3 [Brachypodium distachyon] &gt;gi|944087094|gb|KQK22446.1| hypothetical protein BRADI_1g67280 [Brachypodium distachyon]	-0.0656	NA	-0.6974	NA	-0.6318	NA
Ubiquitin_Proteasome	CL10354.Contig2_All	sp|Q9LDD1|BRG3_ARATH/1e-26/Probable BOI-related E3 ubiquitin-protein ligase 3 OS=Arabidopsis thaliana GN=BRG3 PE=1 SV=1	gi|357113003|ref|XP_003558294.1|/1.01654e-179/PREDICTED: probable BOI-related E3 ubiquitin-protein ligase 3 [Brachypodium distachyon] &gt;gi|944087094|gb|KQK22446.1| hypothetical protein BRADI_1g67280 [Brachypodium distachyon]	-0.0202	NA	-0.7314	NA	-0.7112	NA
Glycolysis	CL10364.Contig1_All	sp|Q9FY99|G6PD2_ARATH/0.0/Glucose-6-phosphate 1-dehydrogenase 2, chloroplastic OS=Arabidopsis thaliana GN=At5g13110 PE=2 SV=2	gi|357168050|ref|XP_003581458.1|/0/PREDICTED: glucose-6-phosphate 1-dehydrogenase 2, chloroplastic-like [Brachypodium distachyon] &gt;gi|944046310|gb|KQJ81951.1| hypothetical protein BRADI_5g04020 [Brachypodium distachyon]	-0.0259	NA	0.0149	NA	0.0408	NA
Glycolysis	CL10364.Contig2_All	sp|Q9FY99|G6PD2_ARATH/0.0/Glucose-6-phosphate 1-dehydrogenase 2, chloroplastic OS=Arabidopsis thaliana GN=At5g13110 PE=2 SV=2	gi|357168050|ref|XP_003581458.1|/0/PREDICTED: glucose-6-phosphate 1-dehydrogenase 2, chloroplastic-like [Brachypodium distachyon] &gt;gi|944046310|gb|KQJ81951.1| hypothetical protein BRADI_5g04020 [Brachypodium distachyon]	0.2304	NA	0.306	NA	0.0756	NA
Translation	CL1037.Contig3_All		gi|474401581|gb|EMS66091.1|/1.10936e-09/60S ribosomal protein L11 [Triticum urartu]	-0.1155	NA	-0.5739	NA	-0.4584	NA
Transcription	CL10374.Contig1_All	sp|D2SMN4|NAMB1_HORVS/2e-21/NAC transcription factor NAM-B1 OS=Hordeum vulgare subsp. spontaneum GN=NAM-B1 PE=4 SV=1	gi|474362838|gb|EMS63328.1|/4.33386e-103/NAC domain-containing protein 29 [Triticum urartu]	1.7761	NA	2.2086	NA	0.4326	NA
Transcription	CL10374.Contig2_All	sp|A0SPJ8|NAM1_HORVD/2e-21/NAC transcription factor NAM-1 OS=Hordeum vulgare var. distichum GN=NAM-1 PE=4 SV=1	gi|474362838|gb|EMS63328.1|/4.18212e-103/NAC domain-containing protein 29 [Triticum urartu]	1.9655	NA	2.6619	NA	0.6965	NA
Cysteine	CL10386.Contig2_All	sp|O23081|CRK41_ARATH/5e-43/Cysteine-rich receptor-like protein kinase 41 OS=Arabidopsis thaliana GN=CRK41 PE=3 SV=2	gi|475611598|gb|EMT28148.1|/4.19895e-129/Cysteine-rich receptor-like protein kinase 41 [Aegilops tauschii]	0.4944	NA	0.4583	NA	-0.0361	NA
Cytokinin	CL1039.Contig17_All		gi|475558717|gb|EMT13149.1|/9.87456e-11/Cytokinin-O-glucosyltransferase 3 [Aegilops tauschii]	0.2943	NA	0.2166	NA	-0.0776	NA
Cytokinin	CL1039.Contig2_All		gi|475558717|gb|EMT13149.1|/8.20486e-15/Cytokinin-O-glucosyltransferase 3 [Aegilops tauschii]	-1.365	NA	0.0169	NA	1.3819	NA
Cytokinin	CL1039.Contig3_All		gi|475558717|gb|EMT13149.1|/1.89891e-14/Cytokinin-O-glucosyltransferase 3 [Aegilops tauschii]	1.3668	NA	0.922	NA	-0.4448	NA
Cytokinin	CL1039.Contig4_All		gi|475558717|gb|EMT13149.1|/1.00433e-14/Cytokinin-O-glucosyltransferase 3 [Aegilops tauschii]	0.3472	NA	0.0188	NA	-0.3284	NA
Cytokinin	CL1039.Contig5_All		gi|475558717|gb|EMT13149.1|/1.37698e-10/Cytokinin-O-glucosyltransferase 3 [Aegilops tauschii]	0.5583	NA	-0.0815	NA	-0.6398	NA
Cytokinin	CL1039.Contig9_All		gi|475558717|gb|EMT13149.1|/1.88947e-14/Cytokinin-O-glucosyltransferase 3 [Aegilops tauschii]	-5.7814	NA	-1.6939	NA	4.0875	NA
Serine	CL10401.Contig7_All		gi|448878300|gb|AGE46113.1|/2.72048e-13/arginine/serine-rich splicing factor RS2Z35 transcript II [Sorghum bicolor]	-7.2095	NA	-0.2906	NA	6.9189	NA
Valine	CL10408.Contig3_All		gi|238695861|gb|FJ997631.1|/7.00691e-09/Aegilops tauschii strain AY acetolactate synthase (ALS) gene, partial cds	-5.6724	NA	-5.6724	NA	0	NA
Translation	CL1042.Contig3_All		gi|357125795|ref|XP_003564575.1|/2.91907e-14/PREDICTED: 50S ribosomal protein L17 [Brachypodium distachyon] &gt;gi|944075017|gb|KQK10501.1| hypothetical protein BRADI_2g54520 [Brachypodium distachyon]	-6.6439	NA	-6.6439	NA	0	NA
Chaperone	CL10425.Contig1_All		PF04119/2.0E-18/Heat shock protein 9/12	0.1293	NA	-0.9888	NA	-1.1181	NA
Transcription	CL10428.Contig2_All	sp|Q84K00|NAC78_ARATH/3e-44/NAC domain-containing protein 78 OS=Arabidopsis thaliana GN=NAC078 PE=2 SV=2	gi|357137711|ref|XP_003570443.1|/2.84261e-69/PREDICTED: NAC domain-containing protein 78 [Brachypodium distachyon] &gt;gi|944065883|gb|KQK01474.1| hypothetical protein BRADI_3g56080 [Brachypodium distachyon]	-0.1668	NA	-0.3661	NA	-0.1993	NA
Transcription	CL10428.Contig3_All		gi|960478107|ref|XM_003573166.3|/2.03659e-06/PREDICTED: Brachypodium distachyon NAC domain-containing protein 53-like (LOC100837899), mRNA	-7.6147	NA	-7.6147	NA	0	NA
Asparagine	CL10439.Contig2_All	sp|P49078|ASNS1_ARATH/3e-146/Asparagine synthetase [glutamine-hydrolyzing] 1 OS=Arabidopsis thaliana GN=ASN1 PE=2 SV=2	gi|13925886|gb|AAK49456.1|AF307145_1/4.31393e-159/glutamine-dependent asparagine synthetase 1 [Hordeum vulgare subsp. vulgare] &gt;gi|326501150|dbj|BAJ98806.1| predicted protein [Hordeum vulgare subsp. vulgare] &gt;gi|326504294|dbj|BAJ90979.1| predicted protein [Hordeum vulgare subsp. vulgare]	-0.8835	NA	1.104	NA	1.9875	NA
Asparagine	CL10439.Contig3_All	sp|P31752|ASNS_ASPOF/0.0/Asparagine synthetase [glutamine-hydrolyzing] OS=Asparagus officinalis PE=2 SV=2	gi|53680379|gb|AAU89392.1|/0/glutamine-dependent asparagine synthetase [Triticum aestivum]	-0.844	NA	4.6638	NA	5.5078	NA
Asparagine	CL10439.Contig4_All	sp|P31752|ASNS_ASPOF/0.0/Asparagine synthetase [glutamine-hydrolyzing] OS=Asparagus officinalis PE=2 SV=2	gi|53680379|gb|AAU89392.1|/0/glutamine-dependent asparagine synthetase [Triticum aestivum]	-0.8808	NA	6.0067	NA	6.8874	NA
Asparagine	CL10439.Contig5_All	sp|P31752|ASNS_ASPOF/0.0/Asparagine synthetase [glutamine-hydrolyzing] OS=Asparagus officinalis PE=2 SV=2	gi|672169980|ref|XP_008805038.1|/0/PREDICTED: asparagine synthetase [glutamine-hydrolyzing]-like [Phoenix dactylifera]	-0.912	NA	1.8708	NA	2.7828	NA
Asparagine	CL10439.Contig6_All	sp|O24661|ASNS_TRIVS/2e-41/Asparagine synthetase [glutamine-hydrolyzing] OS=Triphysaria versicolor GN=AS PE=2 SV=3	gi|13925886|gb|AAK49456.1|AF307145_1/6.12831e-44/glutamine-dependent asparagine synthetase 1 [Hordeum vulgare subsp. vulgare] &gt;gi|326501150|dbj|BAJ98806.1| predicted protein [Hordeum vulgare subsp. vulgare] &gt;gi|326504294|dbj|BAJ90979.1| predicted protein [Hordeum vulgare subsp. vulgare]	1.9786	NA	1.9349	NA	-0.0437	NA
Asparagine	CL10439.Contig7_All	sp|O24338|ASNS_SANAU/5e-61/Asparagine synthetase [glutamine-hydrolyzing] OS=Sandersonia aurantiaca GN=AND1 PE=2 SV=3	gi|13925886|gb|AAK49456.1|AF307145_1/3.23436e-68/glutamine-dependent asparagine synthetase 1 [Hordeum vulgare subsp. vulgare] &gt;gi|326501150|dbj|BAJ98806.1| predicted protein [Hordeum vulgare subsp. vulgare] &gt;gi|326504294|dbj|BAJ90979.1| predicted protein [Hordeum vulgare subsp. vulgare]	0.5305	NA	4.9318	NA	4.4013	NA
