GeneID	EC_Number	GO_Terms	Symbol	Description	Pathway
Cz01g08180		GO:0016020	AT2G41705	(1 of 1) PTHR28259:SF1 - UPF0695 MEMBRANE PROTEIN YOR390W-RELATED	Unknown
Cz01g08190	EC:5.3.1.6	GO:0004751 GO:0009052	AT5G44520	(1 of 1) PTHR43748:SF1 - RIBOSE-5-PHOSPHATE ISOMERASE 4, CHLOROPLASTIC-RELATED	Chloroplast_Function
Cz01g08200			AT2G44860	(1 of 1) PTHR10792:SF8 - RIBOSOME BIOGENESIS PROTEIN RLP24-RELATED	Translation
Cz01g08210		GO:0003735 GO:0005840 GO:0006412	AT2G43460	(1 of 2) K02923 - large subunit ribosomal protein L38e (RP-L38e, RPL38)	Translation
Cz01g08220	EC:3.6.4.13	GO:0016887	AT2G19120	(1 of 2) PTHR10887:SF525 - HELICASE SENATAXIN-RELATED	Unknown
Cz01g08230	EC:3.4.17.12	GO:0004181 GO:0006508 GO:0008270	AT1G71696	(1 of 1) 3.4.17.22 - metallocarboxypeptidase D. / carboxypeptidase D.	Unknown
Cz01g08240	EC:3.6.3.14	GO:0046961	AT3G58730	(1 of 1) K02149 - V-type H+-transporting ATPase subunit D (ATPeV1D, ATP6M)	ATP_Synthase
Cz01g08250	EC:1.6.5.4		AT3G17880	(1 of 1) PTHR45883:SF7 - TPR REPEAT-CONTAINING THIOREDOXIN TDX	Thioredoxin_Peroxiredoxin
Cz01g08260		GO:0016887	AT5G66130	(1 of 1) K06662 - cell cycle checkpoint protein (HRAD17, RAD24)	DNA_Repair
Cz01g08270					Unknown
Cz01g08280					Unknown
Cz01g08290			AT1G17100	(1 of 2) PTHR11220:SF25 - F3F9.4	Unknown
Cz01g08300					Unknown
Cz01g09010					Unknown
Cz01g09020			AT1G11950	(1 of 1) PTHR12549:SF67 - JMJC DOMAIN-CONTAINING PROTEIN	Histone_Demethylation
Cz01g09030					Unknown
Cz01g09040					Unknown
Cz01g09050		GO:0006511 GO:0031625	AT1G26830	(1 of 2) K03869 - cullin 3 (CUL3)	SCF_Cullin_Ligase
Cz01g09060					Unknown
Cz01g09070					Unknown
Cz01g09080	EC:2.1.1.43		AT4G02070	(1 of 1) PTHR11361:SF148 - DNA MISMATCH REPAIR PROTEIN MSH6	Unknown
Cz01g09090	EC:2.1.1.43		AT4G31880	(1 of 2) PTHR12663:SF3 - ASPARTYL BETA-HYDROXYLASE N-TERMINAL REGION DOMAIN-CONTAINING PROTEIN-RELATED	Aspartate
Cz01g09100	EC:2.7.11.1	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT4G04720	(1 of 4) PTHR24349:SF551 - CALCIUM-DEPENDENT PROTEIN KINASE 21-RELATED	Protein_Kinase_Signalling
Cz01g09110		GO:0006812 GO:0015297 GO:0016020 GO:0055085 GO:1902600			Unknown
Cz01g09120		GO:0005886 GO:0008519 GO:0016020 GO:0072488			Unknown
Cz01g09130					Unknown
Cz01g09140	EC:2.4.2.29	GO:0006400 GO:0016763			Unknown
Cz01g09150		GO:0005515	AT3G44370	(1 of 1) PTHR12428:SF69 - ALBINO3-LIKE PROTEIN 3, MITOCHONDRIAL	Unknown
Cz01g09160	EC:4.2.1.59		AT5G10160	(1 of 1) PTHR30272:SF17 - 3-HYDROXYACYL-[ACYL-CARRIER-PROTEIN] DEHYDRATASE	Suberin_Wax_Biosynthesis
Cz01g09170	EC:3.4.17.2	GO:0004181 GO:0006508 GO:0008270			Unknown
Cz01g09180			AT1G57990	(1 of 3) PTHR31376:SF34 - PURINE PERMEASE 17-RELATED	Purine
Cz01g09190					Unknown
Cz01g09200					Unknown
Cz01g09210					Unknown
Cz01g09220					Unknown
Cz01g09230					Unknown
Cz01g09240			AT4G33380		Unknown
Cz01g09250					Unknown
Cz01g09260	EC:3.1.3.48	GO:0004721			Unknown
Cz01g09270					Unknown
Cz01g09280			AT4G14145	(1 of 1) K18182 - cytochrome c oxidase assembly protein subunit 16 (COX16)	Mitochondrial_ETC
Cz01g09290	EC:3.6.5.2	GO:0003924 GO:0005525	AT1G09630	(1 of 1) PTHR47979:SF142 - RAS-RELATED PROTEIN RABA2A	Vesicle_Trafficking
Cz01g09300		GO:0003676 GO:0003723	AT1G48920	(1 of 1) PTHR23236:SF77 - NUCLEOLIN 1	Unknown
Cz01g10010	EC:3.4.11.5	GO:0006508 GO:0008233	AT3G61540	(1 of 1) PTHR43248:SF2 - PROLYL AMINOPEPTIDASE	Proline
Cz01g10020		GO:0046982	AT1G20693	(1 of 2) PTHR46261:SF22 - HIGH MOBILITY GROUP B PROTEIN 2-RELATED	Unknown
Cz01g10030		GO:0005506 GO:0016705 GO:0031418			Unknown
Cz01g10040			AT4G22240	(1 of 1) PTHR31906:SF38 - PLASTID-LIPID-ASSOCIATED PROTEIN 2, CHLOROPLASTIC-RELATED	Chloroplast_Function
Cz01g10050		GO:0003677	AT1G61040	(1 of 1) K15178 - RNA polymerase-associated protein RTF1 (RTF1)	Transcription_Elongation
Cz01g10060		GO:0006364	AT5G46420	(1 of 1) PTHR11952:SF10 - RIMM-LIKE 16S RRNA PROCESSING PROTEIN	Ribosome_Biogenesis
Cz01g10070					Unknown
Cz01g10080					Unknown
Cz01g10090	EC:2.7.1.20	GO:0004001 GO:0006166	AT5G03300	(1 of 1) PTHR45769:SF8 - ADENOSINE KINASE 2	Protein_Kinase_Signalling
Cz01g10100	EC:2.7.1.20	GO:0004001 GO:0006166	AT3G09820	(1 of 1) PTHR45769:SF3 - ADENOSINE KINASE	Protein_Kinase_Signalling
Cz01g10110					Unknown
Cz01g10120	EC:2.7.1.20	GO:0004001 GO:0006166	AT5G03300	(1 of 1) PTHR45769:SF8 - ADENOSINE KINASE 2	Protein_Kinase_Signalling
Cz01g10130			AT5G48340		Unknown
Cz01g10140	EC:3.6.4.4	GO:0003777 GO:0005524 GO:0007018 GO:0008017	AT5G60930	(1 of 1) PTHR47969:SF15 - ZGC:66125	Unknown
Cz01g10150					Unknown
Cz01g10160	EC:1.14.99.52				Unknown
Cz01g10170					Unknown
Cz01g10180			AT5G13940	(1 of 1) PTHR33645:SF5 - AMINOPEPTIDASE	Unknown
Cz01g10190	EC:3.6.4.12	GO:0003677 GO:0005524 GO:0016787	AT3G19210	(1 of 7) K10875 - DNA repair and recombination protein RAD54 and RAD54-like protein (RAD54L, RAD54)	DNA_Repair
Cz01g10200	EC:3.6.4.12		AT3G19210	(1 of 7) K10875 - DNA repair and recombination protein RAD54 and RAD54-like protein (RAD54L, RAD54)	DNA_Repair
Cz01g10210	EC:3.2.1.21	GO:0004553 GO:0005975	AT4G21760	(1 of 1) PTHR10353:SF27 - BETA-GLUCOSIDASE 45-RELATED	Glycolysis
Cz01g10220			AT4G14240	(1 of 1) PTHR12064:SF97 - METAL TRANSPORTER CNNM-5	Unknown
Cz01g10230			AT2G35720	(1 of 1) K09531 - DnaJ homolog subfamily C member 11 (DNAJC11)	Chaperone
Cz01g10240		GO:0005515	AT4G35450	(1 of 1) PTHR24203:SF61 - ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 2A	Unknown
Cz01g11010					Unknown
Cz01g11020					Unknown
Cz01g11030					Unknown
Cz01g11040		GO:0003723 GO:0019843	AT5G15750	(1 of 1) K14560 - U3 small nucleolar ribonucleoprotein protein IMP3 (IMP3)	Unknown
Cz01g11050					Unknown
Cz01g11060			AT3G18370	(1 of 1) PTHR47264:SF3 - C2 DOMAIN-CONTAINING PROTEIN	Unknown
Cz01g11070					Unknown
Cz01g11080	EC:3.6.1.13		AT5G47240	(1 of 1) PTHR13994:SF13 - NUCLEOSIDE DIPHOSPHATE-LINKED MOIETY X MOTIF 6	Molybdenum_Cofactor
Cz01g11090		GO:0016020 GO:0030001 GO:0046873 GO:0055085	AT3G20870	(1 of 1) K07238 - zinc transporter, ZIP family (TC.ZIP, zupT, ZRT3, ZIP2)	Metal_Homeostasis
Cz01g11100	EC:1.8.1.7	GO:0016491 GO:0050660	AT3G24170	(1 of 1) PTHR42737:SF4 - GLUTATHIONE REDUCTASE	Glutathione_Metabolism
Cz01g11110					Unknown
Cz01g11120			AT1G78280	(1 of 1) PTHR12480:SF35 - JMJC DOMAIN-CONTAINING PROTEIN 8	RNA_Splicing
Cz01g11130					Unknown
Cz01g11140	EC:1.14.11.4		AT1G78280	(1 of 1) PTHR12480:SF35 - JMJC DOMAIN-CONTAINING PROTEIN 8	RNA_Splicing
Cz01g11150			AT2G26430	(1 of 1) KOG0835 - Cyclin L	Cell_Cycle_Chromatin
Cz01g11160					Unknown
Cz01g11170		GO:0005085 GO:0032012	AT3G43300	(1 of 1) K13462 - guanine nucleotide-exchange factor (MIN7)	Purine
Cz01g11180					Unknown
Cz01g11190					Unknown
Cz01g11200	EC:5.2.1.8	GO:0003755	AT1G26550	(1 of 1) K09579 - peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 [EC:5.2.1.8] (PIN4)	Proline
Cz01g11210			AT1G80190	(1 of 1) K10732 - GINS complex subunit 1 (GINS1, PSF1)	Unknown
Cz01g11220					Unknown
Cz01g11230					Unknown
Cz01g12010	EC:1.10.3.11	GO:0009916	AT4G22260	(1 of 1) PTHR31803:SF10 - UBIQUINOL OXIDASE 4, CHLOROPLASTIC/CHROMOPLASTIC	Ubiquinone_Biosynthesis
Cz01g12020		GO:0006355 GO:0042393	AT3G11200	(1 of 1) PTHR12321:SF122 - PHD FINGER PROTEIN ALFIN-LIKE 2	Unknown
Cz01g12030			AT4G20325	(1 of 1) K10744 - ribonuclease H2 subunit B (RNASEH2B)	RNA_Processing
Cz01g12040		GO:0005515	AT3G53390	(1 of 2) PTHR14107:SF16 - AT02583P	Unknown
Cz01g12050	EC:6.3.5.4	GO:0004066 GO:0006529	AT2G03667	(1 of 1) PTHR45937:SF1 - ASPARAGINE SYNTHETASE DOMAIN-CONTAINING PROTEIN 1	Asparagine
Cz01g12060	EC:4.6.1.2	GO:0009190 GO:0035556			Unknown
Cz01g12070					Unknown
Cz01g12080					Unknown
Cz01g12090			AT1G79020	(1 of 2) K11322 - enhancer of polycomb-like protein (EPC)	Chromatin_Silencing
Cz01g12100					Unknown
Cz01g12110					Unknown
Cz01g12120			AT3G15110	(1 of 2) PF11282 - Protein of unknown function (DUF3082) (DUF3082)	Unknown
Cz01g12130			AT5G55060	(1 of 1) PTHR21422:SF10 - RAB3 GTPASE-ACTIVATING PROTEIN CATALYTIC SUBUNIT	Vesicle_Trafficking
Cz01g12140		GO:0016020	AT2G05755	(1 of 1) PTHR22911:SF6 - SOLUTE CARRIER FAMILY 35 MEMBER G1	Unknown
Cz01g12150					Unknown
Cz01g12160	EC:2.7.1.107	GO:0004143 GO:0007205 GO:0016301	AT2G20900	(1 of 1) PTHR11255:SF98 - DIACYLGLYCEROL KINASE 5	Phospholipid_Biosynthesis
Cz01g12170			AT5G47540	(1 of 4) K08272 - calcium binding protein 39 (CAB39, MO25)	Calcium_Signalling
Cz01g12180	EC:2.7.11.1	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT5G12180	(1 of 1) PTHR24349:SF353 - CALCIUM-DEPENDENT PROTEIN KINASE 17	Protein_Kinase_Signalling
Cz01g12190			AT4G38070	(1 of 1) PTHR45287:SF4 - OS03G0691500 PROTEIN	Unknown
Cz01g12200			AT3G15660	(1 of 1) K07390 - monothiol glutaredoxin (grxD, GLRX5)	Sugar_Transport
Cz01g12210					Unknown
Cz01g12220					Unknown
Cz01g12230					Unknown
Cz01g13010			AT5G23240	(1 of 1) PTHR45295:SF1 - CHAPERONE PROTEIN DNAJ C76, CHLOROPLASTIC	Chaperone
Cz01g13020	EC:5.2.1.8	GO:0003755	AT4G26555	(1 of 1) PTHR43811:SF26 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP16-1, CHLOROPLASTIC	Proline
Cz01g13030		GO:0005666 GO:0006383	AT5G23710	(1 of 1) K03025 - DNA-directed RNA polymerase III subunit RPC6 (RPC6, POLR3F)	RNA_Polymerase
Cz01g13040		GO:0005666 GO:0006383	AT5G23710	(1 of 1) K03025 - DNA-directed RNA polymerase III subunit RPC6 (RPC6, POLR3F)	RNA_Polymerase
Cz01g13050	EC:3.6.4.13	GO:0003676 GO:0003724 GO:0005524	AT3G18600	(1 of 1) PTHR24031:SF769 - DEAD-BOX ATP-DEPENDENT RNA HELICASE 51	RNA_Processing
Cz01g13060			AT1G01930	(1 of 1) PF18826 - Bacteroidetes VLRF1 release factor (bVLRF1)	Unknown
Cz01g13070					Unknown
Cz01g13080					Unknown
Cz01g13090		GO:0005515	AT5G13530	(1 of 1) K16279 - E3 ubiquitin-protein ligase KEG [EC:2.7.11.1 6.3.2.19] (KEG)	Ubiquitin_Proteasome
Cz01g13100					Unknown
Cz01g13110		GO:0005576	AT4G38210	(1 of 1) PTHR31867:SF99 - EXPANSIN-A20	Cell_Wall_Remodeling
Cz01g13120					Unknown
Cz01g13130			AT1G57620	(1 of 1) PTHR22811:SF159 - TRANSMEMBRANE EMP24 DOMAIN-CONTAINING PROTEIN 4	Unknown
Cz01g13140	EC:1.14.13.7	GO:0016491			Unknown
Cz01g13150			AT1G27310	(1 of 1) PTHR12612:SF0 - NUCLEAR TRANSPORT FACTOR 2	Unknown
Cz01g13160	EC:1.7.3.3		AT2G26230	(1 of 1) 1.7.3.3 - factor independent urate hydroxylase. / uricase II.	Unknown
Cz01g13170			AT5G59610	(1 of 1) PTHR43096:SF61 - CHAPERONE DNAJ-DOMAIN SUPERFAMILY PROTEIN	Chaperone
Cz01g13180			AT5G11040	(1 of 1) PTHR21512:SF5 - TRAFFICKING PROTEIN PARTICLE COMPLEX SUBUNIT 9	Unknown
Cz01g13190		GO:0016020	AT1G66770	(1 of 2) PTHR10791:SF30 - SUGAR TRANSPORTER SWEET1	RNA_Splicing
Cz01g13200	EC:4.2.1.104	GO:0003677 GO:0008824 GO:0009439	AT3G23490	(1 of 1) 4.2.1.104 - cyanase. / cyanate lyase.	Unknown
Cz01g13210	EC:3.6.3.4 EC:3.6.3.54	GO:0000166 GO:0046872	AT4G33520	(1 of 1) 3.6.3.4//3.6.3.54 - P-type Cu(2+) transporter. / Cu(2+)-exporting ATPase. // P-type Cu(+) transporter. / Cu(+)-exporting ATPase.	Unknown
Cz01g13220					Unknown
Cz01g13230			AT1G59520	(1 of 1) PTHR21477:SF13 - PROTEIN C16E9.2, ISOFORM A	Unknown
Cz01g13240		GO:0005515	AT2G36360	(1 of 1) PTHR23244:SF467//PTHR23244:SF471//PTHR46647:SF1 - SAM DOMAIN-CONTAINING PROTEIN // KELCH REPEAT-CONTAINING PROTEIN 1-RELATED // RAB9 EFFECTOR PROTEIN WITH KELCH MOTIFS	Vesicle_Trafficking
Cz01g13250		GO:0003676 GO:0003723	AT4G32175	(1 of 2) K03681 - exosome complex component RRP40 (RRP40, EXOSC3)	RNA_Degradation
Cz01g13260					Unknown
Cz01g13270					Unknown
Cz01g13280	EC:2.5.1.15 EC:2.7.6.3	GO:0003848 GO:0009396 GO:0042558 GO:0044237	AT1G69190	(1 of 2) K13941 - 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase (folKP)	Folate
Cz01g13290					Unknown
Cz01g14010			AT4G36860	(1 of 1) PTHR24209:SF25 - PROTEIN DA1-RELATED 1	Unknown
Cz01g14020	EC:2.3.2.27	GO:0004842 GO:0016567	AT2G28830	(1 of 1) PTHR23315:SF275 - U-BOX DOMAIN-CONTAINING PROTEIN 12	Unknown
Cz01g14030		GO:0005524 GO:0006298 GO:0030983	AT4G09140	(1 of 1) K08734 - DNA mismatch repair protein MLH1 (MLH1)	Unknown
Cz01g14040		GO:0016020	AT3G17910	(1 of 2) K14998 - surfeit locus 1 family protein (SURF1, SHY1)	Unknown
Cz01g14050		GO:0005524 GO:0006298 GO:0030983	AT4G09140	(1 of 1) K08734 - DNA mismatch repair protein MLH1 (MLH1)	Unknown
Cz01g14060		GO:0003700 GO:0006355			Unknown
Cz01g14070	EC:3.6.4.13	GO:0003677 GO:0005524 GO:0016787	AT4G15850	(1 of 1) K14807 - ATP-dependent RNA helicase DDX51/DBP6 [EC:3.6.4.13] (DDX51, DBP6)	RNA_Processing
Cz01g14080	EC:3.1.3.4				Unknown
Cz01g14090	EC:2.7.11.1	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT1G18160	(1 of 1) 2.7.10.2//2.7.11.1//2.7.11.25 - non-specific protein-tyrosine kinase. / cytoplasmic protein tyrosine kinase. // non-specific serine/threonine protein kinase. / threonine-specific protein kinase. // mitogen-activated protein kinase kinase kinase. / MLTK.	Serine
Cz01g14100	EC:3.2.2.23 EC:4.2.99.18	GO:0003676 GO:0003684 GO:0003906 GO:0006284 GO:0008270 GO:0016799 GO:0019104	AT1G52500	(1 of 1) 3.2.2.23//4.2.99.18 - DNA-formamidopyrimidine glycosylase. / formamidopyrimidine-DNA glycosylase. // DNA-(apurinic or apyrimidinic site) lyase. / phage-T4 UV endonuclease.	Unknown
Cz01g14110	EC:3.6.4.4	GO:0003777 GO:0005524 GO:0007018 GO:0008017	AT3G44050	(1 of 6) K10400 - kinesin family member 15 (KIF15)	Cytoskeleton
Cz01g14120	EC:3.1.3.16 EC:3.1.3.48	GO:0006470			Unknown
Cz01g14130	EC:5.2.1.8	GO:0005515	AT5G38840	(1 of 5) PTHR23308:SF53 - KANADAPTIN-RELATED	Unknown
Cz01g14140		GO:0006355 GO:0008270 GO:0043565	AT1G08010	(1 of 2) PTHR45658:SF152 - GATA TRANSCRIPTION FACTOR 10-RELATED	Transcription
Cz01g14150			AT2G34310	(1 of 1) PTHR37187:SF11 - EXPRESSED PROTEIN	Unknown
Cz01g14160		GO:0006457 GO:0051082	AT3G62600	(1 of 1) K09517 - DnaJ homolog subfamily B member 11 (DNAJB11)	Chaperone
Cz01g14170	EC:6.4.1.4	GO:0016874	AT4G34030	(1 of 1) K01969 - 3-methylcrotonyl-CoA carboxylase beta subunit (E6.4.1.4B)	BCAA_Synthesis
Cz01g14180	EC:1.3.1.107		AT4G31530	(1 of 9) KOG1203 - Predicted dehydrogenase	Redox_Metabolism
Cz01g14190		GO:0006355	AT1G24190	(1 of 6) K11644 - paired amphipathic helix protein Sin3a (SIN3A)	Unknown
Cz01g14200	EC:3.4.21.108	GO:0004252 GO:0005515 GO:0006508	AT3G03380	(1 of 1) PTHR46366:SF1 - PDZ DOMAIN-CONTAINING PROTEIN C1685.05	Unknown
Cz01g14210	EC:3.4.19.12	GO:0004843 GO:0016579	AT4G39370	(1 of 1) K11851 - ubiquitin carboxyl-terminal hydrolase 30 [EC:3.4.19.12] (USP30)	Ubiquitin_Proteasome
Cz01g14220					Unknown
Cz01g14230	EC:2.3.2.23		AT3G57870	(1 of 1) K10577 - ubiquitin-conjugating enzyme E2 I (UBE2I, UBC9)	Ubiquitin_Proteasome
Cz01g14240	EC:2.4.2.28 EC:3.2.2.9	GO:0003824 GO:0009116	AT4G38800	(1 of 2) 2.4.2.28//3.2.2.9 - S-methyl-5'-thioadenosine phosphorylase. / MTA phosphorylase. // adenosylhomocysteine nucleosidase. / S-adenosylhomocysteine nucleosidase.	Unknown
Cz01g14250	EC:1.4.3.5		AT2G46580	(1 of 2) 1.4.3.5 - pyridoxal 5'-phosphate synthase. / pyridoxine (pyridoxamine)phosphate oxidase.	Vitamin_B6_Pyridoxine
Cz01g14260		GO:0005515	AT5G10940	(1 of 1) K11807 - WD and tetratricopeptide repeats protein 1 (WDTC1)	Unknown
Cz01g15010		GO:0005515	AT3G45620	(1 of 1) PTHR15574:SF65 - TRANSDUCIN_WD40 REPEAT-LIKE SUPERFAMILY PROTEIN	Unknown
Cz01g15020	EC:2.3.2.27	GO:0005515 GO:0008270	AT1G32340	(1 of 1) K11971 - E3 ubiquitin-protein ligase RNF14 [EC:6.3.2.19] (RNF14, ARA54)	Ubiquitin_Proteasome
Cz01g15030	EC:2.4.1.83	GO:0005789 GO:0019348 GO:0030234	AT1G74340	(1 of 1) K09658 - dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit (DPM2)	N_Glycosylation
Cz01g15040		GO:0005515			Unknown
Cz01g15050	EC:1.14.13.39	GO:0005525	AT3G57180	(1 of 1) PTHR46434:SF3 - GTP-BINDING PROTEIN BRASSINAZOLE INSENSITIVE PALE GREEN 2, CHLOROPLASTIC	Chloroplast_Function
Cz01g15060	EC:1.13.11.75	GO:0016702	AT2G44990	(1 of 1) 1.13.11.68//1.13.11.71 - 9-cis-beta-carotene 9',10'-cleaving dioxygenase. / 9-cis-beta-carotene 9',10'-cleaving dioxygenase. // carotenoid-9',10'-cleaving dioxygenase. / beta-carotene 9',10'-monooxygenase.	Beta_Carotene
Cz01g15070		GO:0005515	AT4G39820	(1 of 1) PTHR21581:SF6 - TRAFFICKING PROTEIN PARTICLE COMPLEX SUBUNIT 12	Unknown
Cz01g15080					Unknown
Cz01g15090		GO:0006511	AT5G42190	(1 of 19) K03094 - S-phase kinase-associated protein 1 (SKP1, CBF3D)	Protein_Kinase_Signalling
Cz01g15100		GO:0003677 GO:0006310 GO:0015074			Unknown
Cz01g15110					Unknown
Cz01g15120					Unknown
Cz01g15130	EC:6.3.2.12	GO:0005524 GO:0009058 GO:0016881	AT5G41480	(1 of 1) 6.3.2.12 - dihydrofolate synthase. / H2-folate synthetase.	Folate
Cz01g15140		GO:0005515			Unknown
Cz01g15150	EC:2.1.1.320	GO:0006479 GO:0008168 GO:0016274 GO:0018216 GO:0035246	AT4G31120	(1 of 1) 2.1.1.319//2.1.1.320 - type I protein arginine methyltransferase. / type I protein arginine methyltransferase. // type II protein arginine methyltransferase. / type II protein arginine methyltransferase.	Protein_Methylation
Cz01g15160			AT1G71730	(1 of 1) PTHR35706:SF1 - F14O23.11 PROTEIN	Unknown
Cz01g15170	EC:3.6.5.1 EC:3.6.5.5	GO:0003924 GO:0005525	AT1G14830	(1 of 1) PTHR11566:SF80 - DYNAMIN-RELATED PROTEIN 1C	Plastid_Division
Cz01g15180	EC:2.7.11.1	GO:0004672 GO:0005524 GO:0006468	AT3G10540	(1 of 2) K06276 - 3-phosphoinositide dependent protein kinase-1 (PDPK1)	Protein_Kinase_Signalling
Cz01g15190					Unknown
Cz01g15200	EC:3.3.2.10	GO:0003824	AT4G02340	(1 of 1) PTHR43329:SF126 - OS01G0255100 PROTEIN	Unknown
Cz01g15210					Unknown
Cz01g15220	EC:3.7.1.17				Unknown
Cz01g15230		GO:0005515 GO:0008233 GO:0008237	AT5G02840	(1 of 1) PTHR12802:SF98 - PROTEIN REVEILLE 4	Unknown
Cz01g15240		GO:0046872	AT2G25900	(1 of 1) PTHR14493:SF50 - SBP (S-RIBONUCLEASE BINDING PROTEIN) FAMILY PROTEIN	RNA_Processing
Cz01g15250	EC:2.6.1.85	GO:0009058	AT2G28880	(1 of 1) 2.6.1.85 - aminodeoxychorismate synthase. / ADC synthase.	Unknown
Cz01g15260					Unknown
Cz01g15270					Unknown
Cz01g15280	EC:1.5.1.30 EC:1.8.1.2	GO:0010181 GO:0016491	AT4G30210	(1 of 2) 1.6.2.4 - NADPH--hemoprotein reductase. / TPNH-cytochrome c reductase.	Redox_Metabolism
Cz01g15290		GO:0016020 GO:0030001 GO:0046873	AT1G15960	(1 of 1) PTHR11706:SF108 - METAL TRANSPORTER NRAMP6	Metal_Homeostasis
Cz01g16010					Unknown
Cz01g16020	EC:2.7.11.1	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT2G32850	(1 of 1) K08853 - AP2-associated kinase [EC:2.7.11.1] (AAK)	Protein_Kinase_Signalling
Cz01g16030		GO:0005667 GO:0006355	AT5G03415	(1 of 1) PTHR12548:SF9 - TRANSCRIPTION FACTOR DP	Transcription
Cz01g16040	EC:3.6.1.6	GO:0016787	AT4G19180	(1 of 1) PTHR11782:SF125 - APYRASE 7-RELATED	Unknown
Cz01g16050					Unknown
Cz01g16060					Unknown
Cz01g16070	EC:3.6.4.12	GO:0003676 GO:0005524	AT4G35740	(1 of 1) PTHR13710:SF157 - ATP-DEPENDENT DNA HELICASE Q-LIKE 3	Unknown
Cz01g16080		GO:0005634 GO:0045892			Unknown
Cz01g16090					Unknown
Cz01g16100					Unknown
Cz01g16110					Unknown
Cz01g16120			AT5G01510	(1 of 1) PTHR12770:SF27 - PROTEIN ROOT UVB SENSITIVE 5	Unknown
Cz01g16130	EC:3.6.4.12	GO:0003676 GO:0005515 GO:0005524	AT5G08110	(1 of 1) PTHR47957:SF3 - ATP-DEPENDENT HELICASE HRQ1	Unknown
Cz01g16140					Unknown
Cz01g16150			AT5G66650	(1 of 1) PTHR13462:SF39 - CALCIUM UNIPORTER PROTEIN 3, MITOCHONDRIAL	RNA_Splicing
Cz01g16160			AT1G05320	(1 of 1) PTHR43049:SF1 - MYOSIN HEAVY CHAIN, EMBRYONIC SMOOTH PROTEIN	Cytoskeleton
Cz01g16170					Unknown
Cz01g16180		GO:0005515	AT3G02680	(1 of 1) K10867 - nijmegen breakage syndrome protein 1 (NBN, NBS1)	DNA_Repair
Cz01g16190	EC:3.2.1.130	GO:0016798			Unknown
Cz01g16200		GO:0022857 GO:0055085	AT2G29650	(1 of 1) K08193 - MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), other (SLC17A)	Ethylene
Cz01g16210	EC:5.2.1.8	GO:0000413 GO:0003755	AT3G01480	(1 of 1) PTHR43246:SF2 - PEPTIDYL-PROLYL CIS-TRANS ISOMERASE CYP38, CHLOROPLASTIC	Proline
Cz01g16220	EC:2.7.1.78	GO:0031124	AT3G04680	(1 of 1) PTHR12755:SF6 - POLYRIBONUCLEOTIDE 5'-HYDROXYL-KINASE CLP1	Protein_Kinase_Signalling
Cz01g16230	EC:1.1.1.37	GO:0003824 GO:0016491 GO:0016616 GO:0019752	AT3G47520	(1 of 1) PTHR11540:SF16 - MALATE DEHYDROGENASE, MITOCHONDRIAL	Redox_Metabolism
Cz01g16240	EC:2.4.2.12	GO:0009435			Unknown
Cz01g16250		GO:0007034	AT1G73030	(1 of 1) PTHR10476:SF73 - ESCRT-RELATED PROTEIN CHMP1B	ESCRT_Endosome
Cz01g16260		GO:0005515			Unknown
Cz01g16270					Unknown
Cz01g16280					Unknown
Cz01g16290			AT1G67660	(1 of 1) PTHR46609:SF6 - YQAJ DOMAIN-CONTAINING PROTEIN	Unknown
Cz01g17010			AT5G09820	(1 of 14) PF04755 - PAP_fibrillin (PAP_fibrillin)	Unknown
Cz01g17020			AT3G51140	(1 of 1) PTHR33372:SF11 - DNAJ (DUF3353)	Chaperone
Cz01g17030	EC:2.1.1.33	GO:0006400 GO:0008176	AT5G24840	(1 of 2) 2.1.1.33 - tRNA (guanine(46)-N(7))-methyltransferase. / tRNA guanine 7-methyltransferase.	Purine
Cz01g17040	EC:1.5.4.1		AT5G42850	(1 of 1) 1.5.4.1 - pyrimidodiazepine synthase. / pyrimidodiazepine synthase.	Unknown
Cz01g17050			AT4G25070	(1 of 1) PTHR31762:SF8 - CALDESMON-LIKE PROTEIN	Unknown
Cz01g17060	EC:3.4.19.9	GO:0008242 GO:0016787	AT1G78660	(1 of 1) PTHR11315:SF15 - GAMMA-GLUTAMYL HYDROLASE 1	Glutathione_Metabolism
Cz01g17070					Unknown
Cz01g17080		GO:0003677 GO:0003700 GO:0006355	AT5G67180	(1 of 1) PTHR32467:SF188 - AP2-LIKE ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR TOE3	Ethylene
Cz01g17090	EC:2.3.2.27		AT5G03200	(1 of 1) PTHR22996:SF10 - E3 UBIQUITIN-PROTEIN LIGASE LUL1-RELATED	Ubiquitin_Proteasome
Cz01g17100			AT1G13160	(1 of 2) K14856 - protein SDA1 (SDA1, SDAD1)	Unknown
