GeneID	EC_Number	GO_Terms	Symbol	Description	Pathway
Cre01.g000850			Cre01.g000850	Unknown	Unknown
Cre01.g036500			Cre01.g036500	Unknown	Unknown
Cre01.g030300			Cre01.g030300	membrane transmembrane transport transmembrane transporter activity glutathione transport	Glutathione_Metabolism
Cre01.g042450			Cre01.g042450	Unknown	Unknown
Cre01.g006670			Cre01.g006670	Unknown	Unknown
Cre01.g003475			Cre01.g003475	Unknown	Unknown
Cre01.g004300			Cre01.g004300	asparagine synthase (glutamine-hydrolyzing) activity nucleotide binding ATP binding ligase activity amino acid biosynthetic process cytosol L-asparagine biosynthetic process	Asparagine
Cre01.g020450			Cre01.g020450	Unknown	Unknown
Cre01.g023000			Cre01.g023000	transmembrane transporter activity transmembrane transport membrane	Unknown
Cre01.g038450			Cre01.g038450	Unknown	Unknown
Cre01.g028000			Cre01.g028000	Unknown	Unknown
Cre01.g025950			Cre01.g025950	cytoplasm mRNA binding mRNA processing protein binding	Unknown
Cre01.g003376			Cre01.g003376	ribosome binding regulation of translational fidelity chromatin organization cytosol Hsp70 protein binding	Translation
Cre01.g037950			Cre01.g037950	protein binding	Unknown
Cre01.g026700			Cre01.g026700	Unknown	Unknown
Cre01.g000600			Cre01.g000600	nucleolus protein binding	Ribosome_Biogenesis
Cre01.g036300			Cre01.g036300	kinase activity transferase activity metal ion binding chloroplast membrane zinc ion binding phytol kinase activity	Vitamin_E_Tocopherol
Cre01.g034950			Cre01.g034950	ATP binding ATP hydrolysis activity nucleotide binding	Unknown
Cre01.g001657			Cre01.g001657	axonemal dynein complex assembly	Cytoskeleton
Cre01.g005100			Cre01.g005100	Unknown	Unknown
Cre01.g025450			Cre01.g025450	cytoplasm cilium organization motile cilium protein binding	Molybdenum_Cofactor
Cre01.g026150			Cre01.g026150	metalloendopeptidase activity proteolysis	Unknown
Cre01.g052150			Cre01.g052150	protein binding	Unknown
Cre01.g039150			Cre01.g039150	chloroplast membrane chloroplast inner membrane protein transmembrane transporter activity protein import into chloroplast stroma	Chloroplast_Function
Cre01.g046502			Cre01.g046502	Unknown	Unknown
Cre01.g035200			Cre01.g035200	transferase activity acyltransferase activity protein-cysteine S-palmitoyltransferase activity Golgi apparatus endoplasmic reticulum palmitoyltransferase activity protein targeting to membrane endomembrane system	Cysteine
Cre01.g042502			Cre01.g042502	membrane serine-type endopeptidase activity proteolysis scavenger receptor activity vesicle-mediated transport	Serine
Cre01.g008150			Cre01.g008150	ATP binding protein kinase activity protein phosphorylation nucleus cytoplasm protein serine/threonine kinase activity intracellular signal transduction	Serine
Cre01.g005750			Cre01.g005750	protein binding	Unknown
Cre01.g002950			Cre01.g002950	Unknown	Unknown
Cre01.g019700			Cre01.g019700	RNA 3'-end processing nucleotidyltransferase activity	Unknown
Cre01.g003751			Cre01.g003751	membrane transmembrane transport monoatomic ion channel activity monoatomic ion transport voltage-gated potassium channel activity potassium ion transmembrane transport plasma membrane regulation of membrane potential	Potassium_Transport
Cre01.g040650			Cre01.g040650	calcium ion binding	Unknown
Cre01.g046250			Cre01.g046250	Unknown	Unknown
Cre01.g048350			Cre01.g048350	hydrolase activity, hydrolyzing O-glycosyl compounds polysaccharide catabolic process hydrolase activity hydrolase activity, acting on glycosyl bonds extracellular region mannan endo-1,4-beta-mannosidase activity	Pectin_Cell_Wall
Cre01.g010500			Cre01.g010500	membrane protein import into mitochondrial matrix protein insertion into mitochondrial inner membrane TIM23 mitochondrial import inner membrane translocase complex	Mitochondrial_Import
Cre01.g045450			Cre01.g045450	Unknown	Unknown
Cre01.g040517			Cre01.g040517	Unknown	Unknown
Cre01.g034325			Cre01.g034325	Unknown	Unknown
Cre01.g052750			Cre01.g052750	protein binding	Unknown
Cre01.g060712			Cre01.g060712	zinc ion binding protein ubiquitination ubiquitin-protein transferase activity transferase activity metal ion binding cytoplasm ubiquitin protein ligase activity ubiquitin-dependent protein catabolic process ubiquitin ligase complex ubiquitin conjugating enzyme binding	Ubiquitin_Proteasome
Cre01.g000400			Cre01.g000400	arabinosyltransferase activity cell wall pectin biosynthetic process	Cell_Wall_Remodeling
Cre01.g034550			Cre01.g034550	calcium ion binding	Unknown
Cre01.g055500			Cre01.g055500	Unknown	Unknown
Cre01.g043100			Cre01.g043100	Unknown	Unknown
Cre01.g043750			Cre01.g043750	membrane BBSome ciliary basal body cilium assembly axoneme protein localization	Unknown
Cre01.g000900			Cre01.g000900	Unknown	Unknown
Cre01.g007737			Cre01.g007737	membrane folic acid transmembrane transporter activity folate transmembrane transport	Folate
Cre01.g027450			Cre01.g027450	Unknown	Unknown
Cre01.g037350			Cre01.g037350	hydrolase activity fatty acyl-CoA hydrolase activity acyl-CoA metabolic process	Unknown
Cre01.g032150			Cre01.g032150	protein binding transferase complex	Unknown
Cre01.g032550			Cre01.g032550	mitotic sister chromatid cohesion nucleus cell division chromatin homologous recombination	Meiosis_Recombination
Cre01.g009450			Cre01.g009450	cytoplasm protein refolding	Unknown
Cre01.g019500			Cre01.g019500	nucleus protein binding	Unknown
Cre01.g040350			Cre01.g040350	ATP binding mismatched DNA binding mismatch repair DNA binding nucleotide binding nucleus mitochondrion double-stranded DNA binding mitochondrial DNA repair	DNA_Repair
Cre01.g025600			Cre01.g025600	Unknown	Unknown
Cre01.g003508			Cre01.g003508	Unknown	Unknown
Cre01.g021100			Cre01.g021100	nucleus regulation of gene expression sequence-specific DNA binding	Unknown
Cre01.g030650			Cre01.g030650	DNA binding FAD binding photoreactive repair deoxyribodipyrimidine photo-lyase activity	Vitamin_B2_Riboflavin
Cre01.g013801			Cre01.g013801	tocopherol cyclase activity	Vitamin_E_Tocopherol
Cre01.g033091			Cre01.g033091	nucleotide binding ATP binding ligase activity diphthine-ammonia ligase activity protein histidyl modification to diphthamide	Nitrogen_Assimilation
Cre01.g055966			Cre01.g055966	regulation of DNA-templated transcription histone binding heterochromatin formation RSF complex ISWI-type complex	Histone_Modification
Cre01.g006352			Cre01.g006352	Unknown	Unknown
Cre01.g034380			Cre01.g034380	metal ion binding zinc ion binding	Unknown
Cre01.g001678			Cre01.g001678	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity signal transduction	Serine
Cre01.g041150			Cre01.g041150	Unknown	Unknown
Cre01.g023900			Cre01.g023900	Unknown	Unknown
Cre01.g038400			Cre01.g038400	calcium ion binding protein folding endoplasmic reticulum metal ion binding carbohydrate binding endoplasmic reticulum membrane endoplasmic reticulum lumen protein binding ERAD pathway	ER_Protein_Quality
Cre01.g054300			Cre01.g054300	Unknown	Unknown
Cre01.g043800			Cre01.g043800	Unknown	Unknown
Cre01.g021600			Cre01.g021600	ATP binding nucleic acid binding RNA helicase activity nucleotide binding helicase activity hydrolase activity mRNA binding protein binding	RNA_Processing
Cre01.g035300			Cre01.g035300	hydrolase activity hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides N-carbamoylputrescine amidase activity putrescine biosynthetic process from arginine	Arginine
Cre01.g029300			Cre01.g029300	glycolytic process triose-phosphate isomerase activity isomerase activity cytosol gluconeogenesis glycerol catabolic process glyceraldehyde-3-phosphate biosynthetic process	Unknown
Cre01.g033071			Cre01.g033071	Unknown	Unknown
Cre01.g029950			Cre01.g029950	Unknown	Unknown
Cre01.g047229			Cre01.g047229	endomembrane system regulation of mitotic cell cycle	Unknown
Cre01.g014400			Cre01.g014400	membrane	Unknown
Cre01.g011450			Cre01.g011450	Unknown	Unknown
Cre01.g039950			Cre01.g039950	transmembrane transporter activity membrane transmembrane transport	Unknown
Cre01.g004800			Cre01.g004800	Unknown	Unknown
Cre01.g038550			Cre01.g038550	glycosyltransferase activity	Unknown
Cre01.g046650			Cre01.g046650	Unknown	Unknown
Cre01.g039101			Cre01.g039101	DNA binding	Unknown
Cre01.g000700			Cre01.g000700	zinc ion binding axoneme	Unknown
Cre01.g011100			Cre01.g011100	intramolecular transferase activity lipid droplet isomerase activity triterpenoid biosynthetic process lipid biosynthetic process	Unknown
Cre01.g052601			Cre01.g052601	Unknown	Unknown
Cre01.g007050			Cre01.g007050	Unknown	Unknown
Cre01.g024900			Cre01.g024900	RNA binding nucleic acid binding mRNA binding	Unknown
Cre01.g005701			Cre01.g005701	membrane	Unknown
Cre01.g001450			Cre01.g001450	protein binding	Unknown
Cre01.g044400			Cre01.g044400	Unknown	Unknown
Cre01.g024601			Cre01.g024601	DNA binding	Unknown
Cre01.g002201			Cre01.g002201	rRNA processing endonuclease activity Las1 complex nucleus maturation of 5.8S rRNA maturation of LSU-rRNA	Ribosome_Biogenesis
Cre01.g005350			Cre01.g005350	DNA binding	Unknown
Cre01.g030200			Cre01.g030200	protein serine/threonine phosphatase activity signal transduction protein dephosphorylation	Serine
Cre01.g030700			Cre01.g030700	ATP binding protein kinase activity protein phosphorylation transferase activity kinase activity nucleotide binding protein serine/threonine kinase activity signal transduction	Serine
Cre01.g018900			Cre01.g018900	zinc ion binding transferase activity metal ion binding cytoplasm ubiquitin protein ligase activity ubiquitin-dependent protein catabolic process ubiquitin ligase complex ubiquitin conjugating enzyme binding protein binding	Ubiquitin_Proteasome
Cre01.g002451			Cre01.g002451	Unknown	Unknown
Cre01.g037650			Cre01.g037650	endoplasmic reticulum proteasome assembly	Ubiquitin_Proteasome
Cre01.g044700			Cre01.g044700	glutathione transferase activity	Glutathione_Metabolism
Cre01.g028650			Cre01.g028650	Unknown	Unknown
Cre01.g050400			Cre01.g050400	TIM22 mitochondrial import inner membrane insertion complex protein insertion into mitochondrial inner membrane membrane	Mitochondrial_Import
Cre01.g009250			Cre01.g009250	ATP binding DNA binding DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity DNA topological change nucleotide binding metal ion binding DNA topoisomerase activity isomerase activity DNA metabolic process nucleus resolution of meiotic recombination intermediates sister chromatid segregation	Unknown
Cre01.g020918			Cre01.g020918	metal ion binding proteolysis metalloendopeptidase activity	Unknown
Cre01.g030500			Cre01.g030500	intracellular signal transduction cyclic nucleotide biosynthetic process membrane nucleotide binding lyase activity plasma membrane guanylate cyclase activity cGMP biosynthetic process peptide receptor activity receptor guanylyl cyclase signaling pathway	Unknown
Cre01.g034700			Cre01.g034700	Unknown	Unknown
Cre01.g042950			Cre01.g042950	membrane late endosome to vacuole transport via multivesicular body sorting pathway	ESCRT_Endosome
Cre01.g006766			Cre01.g006766	DNA binding nucleic acid binding DNA recombination DNA integration transferase activity endonuclease activity hydrolase activity nuclease activity nucleotidyltransferase activity RNA-templated DNA biosynthetic process RNA-directed DNA polymerase activity	Transposon_Retrotransposon
Cre01.g027550			Cre01.g027550	iron ion binding oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen heme binding monooxygenase activity oxidoreductase activity metal ion binding	Redox_Metabolism
Cre01.g039250			Cre01.g039250	translation ribosome structural constituent of ribosome RNA binding small ribosomal subunit cytosolic small ribosomal subunit ribonucleoprotein complex cytosolic ribosome	Translation
Cre01.g029500			Cre01.g029500	ATP binding protein kinase activity protein phosphorylation nucleotide binding protein serine/threonine kinase activity regulation of cell cycle	Serine
Cre01.g033700			Cre01.g033700	LPPG:FO 2-phospho-L-lactate transferase activity	Unknown
Cre01.g006800			Cre01.g006800	glycosyltransferase activity GPI anchor biosynthetic process transferase activity glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex phosphatidylinositol N-acetylglucosaminyltransferase activity	Inositol
Cre01.g020264			Cre01.g020264	autophagy autophagosome assembly cellular response to nitrogen starvation phagophore assembly site late endosome to vacuole transport phosphatidylinositol 3-kinase complex, class III, type I phosphatidylinositol 3-kinase complex, class III, type II protein-macromolecule adaptor activity mitophagy phosphatidylinositol 3-kinase binding	Inositol
Cre01.g040533			Cre01.g040533	Unknown	Unknown
Cre01.g002234			Cre01.g002234	Unknown	Unknown
Cre01.g028450			Cre01.g028450	catalytic activity iron-sulfur cluster binding metal ion binding tRNA methylation rRNA base methylation	Iron_Sulfur_Cluster
Cre01.g000050			Cre01.g000050	DNA binding	Unknown
Cre01.g049132			Cre01.g049132	signal transduction protein binding immune system process innate immune response NAD+ nucleosidase activity, cyclic ADP-ribose generating	Unknown
Cre01.g022283			Cre01.g022283	Unknown	Unknown
Cre01.g002200			Cre01.g002200	nucleus DNA binding DNA-directed RNA polymerase activity RNA polymerase II, core complex DNA-templated transcription RNA polymerase I complex RNA polymerase III complex transcription by RNA polymerase II transcription by RNA polymerase I tRNA transcription by RNA polymerase III DNA-directed RNA polymerase complex	RNA_Polymerase
Cre01.g004350			Cre01.g004350	cytoplasm endosome protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway protein binding	Ubiquitin_Proteasome
Cre01.g049950			Cre01.g049950	serine-type endopeptidase activity serine-type peptidase activity proteolysis hydrolase activity peptidase activity	Serine
Cre01.g042750			Cre01.g042750	tricarboxylic acid cycle aconitate hydratase activity metal ion binding mitochondrion lyase activity iron-sulfur cluster binding cytosol	Iron_Sulfur_Cluster
Cre01.g029650			Cre01.g029650	protein transport retromer, cargo-selective complex retrograde transport, endosome to Golgi membrane cytosol intracellular protein transport retromer complex late endosome	Vesicle_Trafficking
